work_year,experience_level,job_title,company_location,monthly_salary_mad
2025,Intermédiaire,Product Owner,Espagne,79385.84583333334
2025,Senior,Engineer,France,87324.20416666668
2025,Senior,Data Management Technician,Canada,63877.91666666668
2025,Senior,Power BI Expert,Canada,52502.82083333334
2025,Intermédiaire,Research Engineer,Belgique,43661.725000000006
2025,Intermédiaire,Data Management,Afrique du Sud,92052.07500000001
2025,Intermédiaire,Business Intelligence Developer,Canada,75416.66666666667
2025,Senior,Analytics Engineer,Autriche,47630.904166666674
2025,Senior,Staff Engineer,Pologne,83384.43750000001
2025,Senior,Data Analyst,Norvège,74191.14583333334
2025,Intermédiaire,Data Manager,Finlande,36200.00000000001
2025,Senior,Data Architect,Lituanie,60968.341666666674
2024,Senior,DevOps Engineer,Allemagne,55305.30416666667
2025,Senior,Analytics Engineer,Lituanie,61920.85416666668
2025,Senior,BI Developer,Royaume-Uni,85917.68333333333
2025,Intermédiaire,Data Management Specialist,Portugal,22227.55416666667
2025,Senior,Machine Learning Engineer,Estonie,65890.03333333334
2025,Intermédiaire,Cloud Engineer,Slovaquie,60015.075000000004
2025,Senior,AI Product Lead,Canada,154807.7916666667
2025,Débutant,Software Developer,Pays-Bas,36517.50416666667
2025,Intermédiaire,Security Researcher,Canada,80802.925
2025,Intermédiaire,Data Integration Specialist,États-Unis,113125.0
2025,Intermédiaire,Researcher,Australie,102515.38333333335
2025,Senior,Backend Engineer,Égypte,27150.0
2025,Senior,Software Engineer,Australie,104075.0
2025,Débutant,Data Management Specialist,Mexique,26395.833333333332
2025,Senior,Principal Engineer,Canada,132733.33333333334
2025,Intermédiaire,AI Specialist,Pays-Bas,84450.075
2023,Cadre supérieur,Director of Engineering,France,86311.35833333334
2025,Senior,Data Engineer,Estonie,65890.03333333334
2025,Intermédiaire,Insight Analyst,Jordanie,103320.83333333333
2025,Senior,Analytics Engineer,Royaume-Uni,95463.925
2025,Senior,Data Management,Allemagne,41280.06666666667
2025,Senior,DevOps Lead,États-Unis,190050.0
2025,Intermédiaire,Data & Analytics Specialist,Espagne,41081.72083333333
2025,Senior,Product Manager,Espagne,50210.90833333333
2025,Intermédiaire,DevOps Engineer,Espagne,31754.187500000004
2025,Senior,Data Operations Manager,Royaume-Uni,44383.4625
2025,Intermédiaire,Data Manager,Pays-Bas,63825.87916666667
2025,Débutant,AI Engineer,Autriche,40829.075000000004
2025,Débutant,Engineer,Autriche,40829.075000000004
2025,Senior,Platform Engineer,Autriche,46316.39166666667
2025,Senior,Data Lead,Royaume-Uni,57278.20416666667
2025,Intermédiaire,Data Analytics Specialist,Canada,81934.92916666667
2025,Intermédiaire,Research Engineer,Canada,79725.975
2025,Senior,Analytics Manager,Australie,107072.05833333335
2025,Senior,Data Engineer,Chypre,51600.8375
2025,Intermédiaire,Conversational AI Designer,États-Unis,166218.33333333334
2025,Senior,Research Scientist,Espagne,24768.34166666667
2025,Senior,Full Stack Developer,Australie,102905.28750000002
2025,Senior,Data Management,Royaume-Uni,76289.99166666667
2025,Senior,Data Engineer,Lettonie,47630.904166666674
2025,Intermédiaire,Clinical Aide,États-Unis,31675.000000000004
2025,Débutant,Researcher,Finlande,26673.36666666667
2025,Débutant,Postdoctoral Researcher,Finlande,39534.17083333334
2025,Senior,Web Developer,États-Unis,113125.0
2025,Senior,Statistical Programmer,Australie,89193.02916666667
2025,Senior,Business Analyst,Canada,88237.5
2025,Senior,Data Visualization Lead,États-Unis,110862.5
2025,Intermédiaire,Data Operations Manager,Nouvelle-Zélande,143291.6666666667
2025,Intermédiaire,Engineer,Slovaquie,39057.5375
2025,Senior,Staff Engineer,Irlande,150515.075
2025,Senior,Systems Administrator,États-Unis,169687.50000000003
2025,Senior,Data Quality Analyst,Canada,81821.80416666667
2025,Intermédiaire,Postdoctoral Fellow,Royaume-Uni,46925.75833333334
2025,Senior,Machine Learning Engineer,Allemagne,142894.22083333335
2025,Cadre supérieur,Postdoctoral Research Fellow,Australie,94932.2375
2025,Intermédiaire,Postdoctoral Researcher,Espagne,32507.600000000002
2025,Intermédiaire,Data Management Associate,États-Unis,53545.833333333336
2025,Intermédiaire,Backend Engineer,Pologne,90500.0
2025,Débutant,Fraud Data Analyst,Canada,40401.4625
2025,Débutant,Admin & Data Analyst,États-Unis,39216.66666666667
2025,Senior,Data Engineer 4,Espagne,90500.0
2025,Senior,Data Engineer,Brésil,37708.333333333336
2025,Cadre supérieur,Director,Royaume-Uni,94545.35000000002
2025,Senior,AI Governance Lead,États-Unis,196083.33333333334
2025,Intermédiaire,Research Assistant,Royaume-Uni,43352.51666666667
2025,Senior,Developer,Afrique du Sud,30166.666666666668
2025,Senior,Developer,Argentine,30166.666666666668
2025,Senior,Developer,Colombie,30166.666666666668
2025,Senior,Developer,Brésil,30166.666666666668
2025,Senior,Developer,Pologne,30166.666666666668
2025,Senior,Developer,Mexique,30166.666666666668
2025,Senior,Developer,Ukraine,30166.666666666668
2025,Senior,Developer,Portugal,30166.666666666668
2025,Débutant,Data Governance,Pays-Bas,57776.708333333336
2025,Intermédiaire,Power BI,Mexique,19972.595833333336
2025,Senior,Machine Learning Engineer,Pologne,66485.07083333335
2025,Senior,Analytics Lead,Canada,84843.75000000001
2025,Senior,IT Enterprise Data Architect,Suisse,214251.20833333334
2025,Débutant,Power BI,Canada,34691.66666666667
2025,Senior,Sales Engineer,Royaume-Uni,162145.83333333334
2025,Senior,Copywriter,Canada,67875.00000000001
2025,Senior,Marketing Science Partner,États-Unis,141783.33333333334
2025,Senior,Business Intelligence Lead,États-Unis,120666.66666666667
2025,Senior,Consultant,Autriche,31284.34166666667
2025,Débutant,Statistician,Royaume-Uni,40094.51666666667
2025,Senior,DataOps Engineer,États-Unis,155735.4166666667
2025,Senior,AI Lead,États-Unis,176656.0
2025,Senior,Insight Analyst,Royaume-Uni,63483.48750000001
2025,Intermédiaire,AI Developer,Canada,116141.66666666667
2025,Senior,Sales Development Representative,États-Unis,54586.583333333336
2025,Senior,AI Architect,Espagne,35723.36666666667
2025,Cadre supérieur,Data Analysis,Belgique,208150.0
2025,Cadre supérieur,Data Analysis,Royaume-Uni,208150.0
2025,Senior,Architect,Canada,87483.33333333333
2025,Senior,Staff Engineer,Canada,170441.6666666667
2025,Débutant,Data Analyst,Espagne,31754.187500000004
2025,Intermédiaire,Data Engineer,Thaïlande,13575.0
2025,Senior,AI Architect,Canada,126592.15416666667
2025,Senior,Data Product Lead,États-Unis,118328.75
2025,Senior,Data Analyst,Argentine,54677.083333333336
2025,Intermédiaire,QA Engineer,Canada,86729.16666666667
2025,Intermédiaire,Data Operator,États-Unis,31675.000000000004
2025,Senior,Analytics Engineer,Slovaquie,52394.22083333333
2025,Débutant,Data Analyst,Jamaïque,39617.12916666667
2025,Senior,Software Developer,Japon,150154.58333333334
2025,Débutant,Data Analyst,Mexique,11983.708333333334
2025,Intermédiaire,Data Reporter,États-Unis,52791.666666666664
2025,Intermédiaire,Manager,Espagne,30960.050000000003
2025,Débutant,Software Engineer,Malte,80695.83333333334
2025,Senior,Architect,France,59539.19583333334
2025,Senior,Bear Robotics,États-Unis,197591.66666666666
2025,Intermédiaire,Business Analyst,Pays-Bas,66684.17083333334
2025,Intermédiaire,Analytics Engineer,Philippines,11574.195833333333
2025,Intermédiaire,Product Manager,Lituanie,52394.22083333333
2025,Senior,Data Product Owner,Canada,112747.91666666667
2025,Intermédiaire,Data Manager,Australie,64761.80000000001
2025,Intermédiaire,Engineer,Lettonie,38105.025
2025,Senior,Data Management,Canada,95816.12083333335
2025,Intermédiaire,Full Stack Engineer,Royaume-Uni,76370.68750000001
2025,Intermédiaire,Associate,Allemagne,51600.8375
2025,Senior,Data Quality Lead,Allemagne,66192.45416666668
2025,Senior,Full Stack Developer,Macédoine du Nord,58825.0
2025,Intermédiaire,Business Analyst,Lettonie,21910.050000000003
2025,Débutant,Business Intelligence Analyst,Royaume-Uni,65678.1125
2025,Senior,Analyst,Irlande,115744.22083333334
2025,Débutant,Creative Technologist,États-Unis,56562.5
2025,Intermédiaire,Data Engineer,Mexique,75416.66666666667
2025,Intermédiaire,Postdoctoral Fellow,Australie,88778.99166666668
2025,Intermédiaire,Big Data Developer,États-Unis,121179.5
2025,Senior,Manager,Lituanie,61389.92083333334
2025,Intermédiaire,Data Management,Lettonie,20005.025
2025,Senior,Tableau Developer,États-Unis,94270.83333333333
2025,Intermédiaire,Bioinformatics Specialist,États-Unis,169687.50000000003
2025,Débutant,Business Intelligence,Canada,143229.825
2025,Intermédiaire,Software Engineer,Allemagne,111140.03333333334
2025,Senior,Data Scientist,Pologne,62704.43333333334
2025,Débutant,Analyst,Pays-Bas,53671.025
2025,Senior,Data Governance Specialist,Canada,112747.91666666667
2025,Débutant,Software Developer,Allemagne,51600.8375
2025,Intermédiaire,Data Governance Engineer,États-Unis,194575.0
2025,Senior,AI Architect,Mexique,134241.6666666667
2025,Intermédiaire,Data Product Manager,Canada,105583.33333333333
2025,Intermédiaire,Researcher,Royaume-Uni,58079.88333333334
2025,Débutant,Product Analyst,Canada,63350.00000000001
2025,Senior,Solution Architect,Brésil,75416.66666666667
2025,Senior,Technical Architect,Royaume-Uni,110263.69166666667
2025,Senior,Architect,Royaume-Uni,144755.50416666668
2025,Intermédiaire,Data Governance Manager,Slovénie,39692.54583333334
2025,Intermédiaire,Solutions Engineer,Slovaquie,51441.708333333336
2025,Senior,Data Operations Lead,Canada,62487.98750000001
2025,Intermédiaire,Solutions Engineer,Royaume-Uni,95463.925
2025,Cadre supérieur,Director,Japon,75315.60833333334
2025,Intermédiaire,Engineer,Hong Kong,103223.54583333334
2025,Intermédiaire,Manager,Lesotho,59539.19583333334
2025,Senior,Data Management Lead,Canada,103170.0
2025,Senior,Machine Learning Specialist,États-Unis,169687.50000000003
2025,Intermédiaire,AI Content Writer,États-Unis,36079.333333333336
2025,Cadre supérieur,Director of Product Management,Canada,230775.0
2025,Intermédiaire,BI Developer,Canada,57171.86666666667
2025,Débutant,Analyst,Jamaïque,39617.12916666667
2025,Senior,Quantitative Researcher,Suisse,188541.66666666666
2025,Senior,Full Stack Engineer,Canada,90500.0
2025,Débutant,AI Developer,Royaume-Uni,42958.84166666667
2025,Senior,AI Governance Specialist,Royaume-Uni,64914.89583333334
2025,Intermédiaire,Machine Learning Scientist,Royaume-Uni,45964.950000000004
2025,Senior,Data Governance,Autriche,40676.73333333334
2025,Senior,Sales Development Representative,Australie,113125.0
2025,Intermédiaire,Data Analytics Manager,Canada,131964.08333333334
2025,Senior,AI Research Scientist,Belgique,59539.19583333334
2025,Intermédiaire,Research Scientist,Royaume-Uni,43435.475000000006
2025,Intermédiaire,Analytics Engineer,Pays-Bas,53981.74166666667
2025,Débutant,Data & Analytics Analyst,Pérou,41479.16666666667
2025,Senior,Cloud Engineer,Canada,117058.73333333334
2025,Intermédiaire,Business Intelligence Specialist,Canada,70137.50000000001
2025,Senior,Solution Architect,Allemagne,93357.53750000002
2025,Débutant,Technical Specialist,États-Unis,30166.666666666668
2025,Débutant,Quantitative Developer,Singapour,64722.58333333334
2025,Senior,Computer Vision Engineer,Autriche,55570.01666666667
2025,Débutant,Analyst,Mexique,18100.000000000004
2025,Cadre supérieur,Head of Data,Australie,130157.10000000002
2025,Senior,Data Engineer,Portugal,82958.33333333334
2025,Débutant,Insight Analyst,Autriche,49219.17916666667
2025,Intermédiaire,Software Engineer,France,46043.38333333334
2025,Intermédiaire,AI Engineer,Pays-Bas,52394.22083333333
2025,Débutant,Researcher,Espagne,21434.170833333334
2025,Intermédiaire,Postdoctoral Research Fellow,Canada,60333.333333333336
2025,Senior,Power BI,États-Unis,76819.41666666667
2025,Senior,Platform Engineer,Canada,144121.25000000003
2025,Senior,Power BI Administrator,États-Unis,160882.6041666667
2025,Intermédiaire,AI Engineer,Pologne,66707.55
2025,Senior,Research Engineer,Italie,101812.5
2025,Intermédiaire,Data Developer,Australie,96065.75
2025,Intermédiaire,Data Consultant,États-Unis,94270.83333333333
2025,Senior,Business Analyst,Australie,95863.63333333335
2025,Intermédiaire,Research Analyst,États-Unis,101812.5
2025,Cadre supérieur,Head of AI,Royaume-Uni,95463.925
2025,Senior,Engineer,Lituanie,55252.512500000004
2025,Senior,Engineer,Pologne,63594.350000000006
2025,Débutant,Developer,Hongrie,17410.69166666667
2025,Intermédiaire,AI Data Scientist,Allemagne,71446.73333333334
2025,Senior,Data Engineer,Nouvelle-Zélande,108446.90416666667
2025,Intermédiaire,Data Management Specialist,Australie,84512.67083333334
2025,Senior,Product Designer,Royaume-Uni,71597.56666666667
2025,Senior,Consultant,France,31754.187500000004
2025,Senior,Power BI,Roumanie,33341.708333333336
2025,Intermédiaire,Cheminformatics Scientist,Canada,75416.66666666667
2025,Senior,Machine Learning Engineer,Argentine,85848.3
2025,Débutant,Data Governance Consultant,Pays-Bas,57157.537500000006
2025,Senior,Data Governance,Slovaquie,39057.5375
2025,Senior,Solution Architect,Canada,135750.00000000003
2025,Intermédiaire,Data Management Specialist,Afrique du Sud,60800.916666666664
2025,Senior,Data Analyst,Pologne,33353.775
2025,Intermédiaire,Technical Support Specialist,États-Unis,55808.333333333336
2025,Senior,Platform Engineer,Belgique,91932.91666666667
2025,Débutant,Machine Learning Engineer,Royaume-Uni,70169.92916666667
2025,Débutant,Cientista de Dados,Australie,45250.0
2025,Senior,AI Tech Lead,États-Unis,143291.6666666667
2025,Intermédiaire,Data Quality Engineer,Royaume-Uni,47731.9625
2025,Débutant,Data Engineer,Finlande,31436.683333333334
2025,Intermédiaire,Clinical Aide,Canada,26934.308333333334
2025,Senior,Machine Learning Engineer,Finlande,61920.85416666668
2025,Intermédiaire,Data Specialist,Australie,91491.72916666667
2025,Senior,System Administrator,États-Unis,188541.66666666666
2025,Intermédiaire,Quantitative Developer,Canada,114030.0
2025,Senior,AI Strategist,États-Unis,117348.33333333333
2025,Senior,Data Analyst,Panama,79187.50000000001
2025,Intermédiaire,AI Solutions Specialist,États-Unis,116888.29166666667
2025,Senior,Enterprise Account Executive,France,59539.19583333334
2025,Intermédiaire,Application Developer,Canada,112069.16666666667
2025,Intermédiaire,Data Manager,Lettonie,21910.050000000003
2025,Intermédiaire,Data Manager,Japon,106337.5
2022,Senior,Advanced Data Analyst,Royaume-Uni,65003.887500000004
2025,Intermédiaire,Data Platform Engineer,Pays-Bas,57776.708333333336
2025,Intermédiaire,Data Engineer,Italie,38501.71666666667
2025,Senior,DevOps Engineer,Italie,51600.8375
2025,Senior,BI Analyst,Inde,29300.883333333335
2025,Intermédiaire,Python Developer,Pologne,47630.904166666674
2025,Débutant,Software Engineer,Slovaquie,17464.2375
2025,Intermédiaire,Software Developer,Slovaquie,26673.36666666667
2025,Senior,AI Engineering Lead,Inde,17835.287500000002
2025,Cadre supérieur,Enterprise Account Executive,États-Unis,263958.3333333334
2025,Senior,Python Developer,Inde,37676.65833333333
2025,Senior,Data Scientist,Inde,50638.520833333336
2025,Senior,Developer,Inde,50638.520833333336
2025,Intermédiaire,Researcher,Italie,28559.537500000002
2025,Débutant,Quant Trader,Royaume-Uni,57278.20416666667
2025,Intermédiaire,Manager,Philippines,38102.762500000004
2025,Intermédiaire,Prompt Engineer,Canada,67875.00000000001
2025,Intermédiaire,Analyst,Luxembourg,91293.38333333335
2025,Débutant,Business Analyst,France,15842.025000000001
2025,Intermédiaire,Engineer,Macédoine du Nord,19052.5125
2025,Intermédiaire,Engineer,Algérie,19052.5125
2025,Intermédiaire,Engineer,Estonie,19052.5125
2025,Senior,Software Engineer,Chili,135750.00000000003
2025,Senior,Software Engineer,Grèce,85736.68333333333
2025,Cadre supérieur,Head of Data,Lituanie,47630.904166666674
2025,Intermédiaire,Copywriter,Kenya,75416.66666666667
2025,Intermédiaire,Data Manager,Irlande,48625.65
2025,Senior,Data Lead,Lituanie,50806.700000000004
2025,Cadre supérieur,Engineer,République démocratique du Congo,226250.0
2025,Senior,Software Developer,Australie,144079.0166666667
2025,Débutant,Data Analyst,Autriche,26673.36666666667
2025,Senior,Software Engineer,Italie,85736.68333333333
2025,Senior,Software Engineer,Portugal,85736.68333333333
2025,Senior,Data Scientist,Suède,74305.02500000001
2025,Senior,Data Product Manager,Royaume-Uni,81143.80833333333
2025,Senior,Business Analyst,Royaume-Uni,84580.54583333334
2025,Intermédiaire,Developer,Corée du Sud,89444.16666666667
2025,Senior,Backend Developer,France,54300.0
2025,Intermédiaire,Engineer,Singapour,50529.166666666664
2025,Intermédiaire,Product Owner,Pays-Bas,78458.22083333334
2025,Senior,Software Engineer,Irlande,281820.01666666666
2025,Senior,Backend Developer,Italie,47630.904166666674
2025,Intermédiaire,Software Engineer,Suisse,128550.72500000002
2025,Débutant,Algorithm Developer,Taïwan,14543.35
2025,Intermédiaire,Software Engineer,Lettonie,52394.22083333333
2025,Intermédiaire,Data Manager,Autriche,35612.50416666667
2025,Senior,DataOps Engineer,Canada,109354.16666666667
2025,Senior,Database Administrator,Canada,98041.66666666667
2025,Intermédiaire,Data Engineer,Norvège,45661.775
2025,Senior,Prompt Engineer,Égypte,45250.0
2025,Senior,Prompt Engineer,Mexique,27150.0
2025,Senior,Backend Engineer,Mexique,31675.000000000004
2025,Débutant,Trainee,États-Unis,42233.333333333336
2025,Cadre supérieur,Head of Applied AI,Canada,277533.3333333334
2025,Senior,QA Engineer,Brésil,56345.30000000001
2025,Senior,Data Analytics Lead,Canada,106277.16666666667
2025,Intermédiaire,Machine Learning Researcher,Royaume-Uni,67301.83333333334
2025,Intermédiaire,Full Stack Engineer,Lettonie,39057.5375
2025,Senior,Data Architect,Slovaquie,29530.90416666667
2025,Intermédiaire,Research Engineer,Royaume-Uni,372309.4583333333
2025,Senior,Decision Scientist,Canada,88883.82083333335
2025,Intermédiaire,Manager,Pays-Bas,128419.50000000001
2025,Senior,Machine Learning Engineer,Lituanie,63825.87916666667
2025,Intermédiaire,Developer,Taïwan,34301.00833333334
2025,Senior,Data Governance Lead,Royaume-Uni,76887.29166666667
2025,Intermédiaire,Data Governance Consultant,États-Unis,101963.33333333333
2025,Intermédiaire,Data Scientist,Mexique,49020.833333333336
2025,Intermédiaire,Business Intelligence Developer,Mexique,37708.333333333336
2025,Senior,Data Infrastructure Engineer,Canada,107091.66666666667
2025,Senior,Engineer,Italie,55570.01666666667
2025,Intermédiaire,Systems Engineer,Canada,83561.66666666667
2025,Intermédiaire,Data Analyst,Inde,44587.841666666674
2025,Intermédiaire,Developer,Pays-Bas,57157.537500000006
2025,Débutant,Trainee,Pays-Bas,46326.19583333334
2025,Débutant,Data Specialist,Pays-Bas,57157.537500000006
2025,Senior,Software Development Engineer,Lettonie,76210.05
2025,Débutant,Analyst,Lituanie,51600.8375
2025,Cadre supérieur,Head of Applied AI,États-Unis,226250.0
2025,Senior,Backend Engineer,Royaume-Uni,157515.25000000003
2025,Intermédiaire,Data Engineer,Macédoine du Nord,58825.0
2025,Intermédiaire,Marketing Science Partner,Canada,87267.64166666668
2025,Senior,Data Engineer,Singapour,60783.57083333334
2025,Senior,Machine Learning Engineer,Mexique,30166.666666666668
2025,Intermédiaire,Research Assistant,Canada,28658.333333333332
2025,Senior,AI Engineer,Australie,99908.22916666667
2025,Senior,Data Management Analyst,Royaume-Uni,46461.94583333334
2025,Senior,Product Owner,Lituanie,63825.87916666667
2025,Intermédiaire,Salesforce Administrator,États-Unis,143291.6666666667
2025,Cadre supérieur,Enterprise Account Executive,Royaume-Uni,267299.2916666667
2025,Senior,Engineer,Irlande,47630.904166666674
2025,Intermédiaire,Data Analysis,Canada,29627.4375
2025,Senior,Chatbot Developer,États-Unis,134317.08333333334
2025,Senior,Cloud Developer,États-Unis,134317.08333333334
2025,Débutant,Postdoctoral Fellow,Canada,64104.16666666668
2025,Senior,Developer,Australie,99908.22916666667
2025,Intermédiaire,Data Scientist,Singapour,108373.75
2025,Intermédiaire,Software Engineer,Brésil,52791.666666666664
2025,Intermédiaire,Engineer,Espagne,82958.33333333334
2025,Débutant,Web Developer,Tchéquie,17032.100000000002
2025,Débutant,BI Developer,Slovaquie,12701.675000000001
2025,Intermédiaire,BI Analyst,Japon,86729.16666666667
2025,Senior,Data Strategist,Canada,101812.5
2025,Débutant,Data Specialist,Autriche,32341.683333333334
2025,Senior,Data Analysis,Allemagne,51600.8375
2025,Senior,Technical Architect,Allemagne,79385.84583333334
2025,Intermédiaire,Data Analysis,Brésil,22625.0
2025,Intermédiaire,Data Engineer,Irlande,87324.20416666668
2025,Senior,Data Governance Lead,Australie,70651.84166666667
2025,Intermédiaire,Data Governance Manager,Australie,102768.02916666667
2025,Intermédiaire,Research Scientist,Inde,23530.0
2025,Débutant,Trainee,Allemagne,58745.05833333334
2025,Senior,Data Analytics Business Partner,États-Unis,128208.33333333336
2025,Senior,Data Analytics Business Partner,Canada,105583.33333333333
2025,Intermédiaire,Business Development Representative,Irlande,75416.66666666667
2025,Senior,Data Manager,Allemagne,119158.33333333333
2025,Intermédiaire,AI Engineer,Turquie,28578.391666666666
2025,Senior,Data Governance Lead,Lituanie,76210.05
2025,Intermédiaire,Analyst,Pologne,36200.00000000001
2025,Débutant,Research Engineer,Pays-Bas,44296.73333333334
2025,Senior,Tech Lead,Allemagne,169687.50000000003
2025,Senior,Computational Biologist,Canada,211166.66666666666
2025,Senior,Data Product Manager,France,150833.33333333334
2025,Intermédiaire,Software Developer,Lettonie,62873.36666666667
2025,Intermédiaire,Database Administrator,Philippines,30865.77916666667
2025,Senior,DataOps Engineer,Royaume-Uni,59368.75416666667
2025,Senior,Software Engineer,Lituanie,57157.537500000006
2025,Débutant,Data Governance Specialist,Pays-Bas,65226.36666666667
2025,Senior,Data Quality Expert,États-Unis,114366.35833333334
2025,Débutant,Data Quality Analyst,Espagne,24609.212500000005
2025,Intermédiaire,BI & Data Analyst,Allemagne,52394.22083333333
2025,Intermédiaire,Network Engineer,Pologne,37059.75000000001
2025,Débutant,Risk Analyst,Allemagne,75416.66666666667
2025,Intermédiaire,Power BI,Allemagne,49219.17916666667
2025,Débutant,Data Analyst,Portugal,39692.54583333334
2025,Intermédiaire,Backend Engineer,Lituanie,40010.05
2025,Senior,Technical Support Engineer,Canada,127001.66666666669
2025,Senior,Data Consultant,Royaume-Uni,85917.68333333333
2025,Senior,AI Engineer,Slovénie,51600.8375
2025,Intermédiaire,Engineer,Portugal,51600.8375
2025,Senior,Solution Architect,Royaume-Uni,101573.42916666668
2025,Senior,Backend Engineer,Macédoine du Nord,67875.00000000001
2025,Senior,Copywriter,États-Unis,181000.0
2025,Débutant,Postdoctoral Researcher,Royaume-Uni,44375.92083333334
2025,Intermédiaire,Consultant,Inde,21401.74166666667
2025,Senior,Data Governance Analyst,Canada,107393.33333333333
2025,Senior,Analytics Engineer,Allemagne,49679.22083333333
2025,Senior,AI Engineer,France,51600.8375
2025,Senior,AI Engineer,Tchéquie,52990.012500000004
2025,Débutant,Analyst,Autriche,35246.73333333334
2025,Intermédiaire,Data Governance Analyst,Allemagne,86729.16666666667
2025,Senior,AI Architect,Royaume-Uni,160837.3541666667
2025,Intermédiaire,Systems Engineer,Royaume-Uni,181000.0
2025,Intermédiaire,Solutions Engineer,Inde,21401.74166666667
2025,Intermédiaire,Data Analyst,Japon,97815.41666666667
2025,Intermédiaire,Power BI Developer,Lituanie,47630.904166666674
2025,Intermédiaire,DevOps Engineer,Pays-Bas,62702.17083333334
2025,Intermédiaire,Data Scientist,Corée du Sud,90500.0
2025,Intermédiaire,Platform Engineer,Pays-Bas,69903.70833333334
2025,Senior,Cloud Architect,États-Unis,143291.6666666667
2025,Débutant,Power BI Developer,Slovaquie,18100.000000000004
2025,Senior,Data Integration Engineer,Canada,131964.08333333334
2025,Senior,Data Scientist,Turquie,71645.83333333334
2025,Senior,Data Specialist,Philippines,21606.120833333334
2025,Intermédiaire,Engineering Manager,Royaume-Uni,372309.4583333333
2025,Senior,Engineer,Taïwan,72031.96666666667
2025,Senior,Data Governance Lead,Canada,109354.16666666667
2025,Intermédiaire,Consultant,Japon,40168.425
2025,Débutant,Data Manager,France,49393.39166666667
2025,Senior,Data Operations Specialist,Canada,52791.666666666664
2025,Intermédiaire,Data Platform Engineer,Royaume-Uni,57278.20416666667
2025,Intermédiaire,Engineering Manager,Lituanie,90500.0
2025,Senior,Data Scientist Manager,Grèce,31754.187500000004
2025,Intermédiaire,Software Engineer,Autriche,30245.854166666668
2025,Débutant,Product Analyst,Chypre,41280.06666666667
2025,Intermédiaire,Developer,Lettonie,50108.341666666674
2025,Débutant,Machine Learning Engineer,Autriche,40829.075000000004
2024,Débutant,Robotics Engineer,Suisse,21425.120833333334
2025,Intermédiaire,Power BI Specialist,Autriche,47630.904166666674
2025,Senior,Data Management Consultant,États-Unis,113125.0
2025,Intermédiaire,Data Management Specialist,Lettonie,14289.195833333333
2025,Débutant,Data Analyst,Italie,26673.36666666667
2025,Débutant,Data Analist,États-Unis,19845.895833333336
2025,Intermédiaire,Research Associate,Canada,76884.27500000001
2025,Senior,Data Integration Specialist,Royaume-Uni,76370.68750000001
2025,Senior,AI Engineer,Mexique,90500.0
2025,Senior,AI Engineer,Brésil,90500.0
2025,Senior,AI Engineer,Colombie,90500.0
2025,Débutant,Stage,Suisse,25195.954166666666
2025,Intermédiaire,Data Management Specialist,Lituanie,33818.34166666667
2025,Intermédiaire,AI Developer,Lituanie,47630.904166666674
2025,Intermédiaire,Data and Analytics Consultant,États-Unis,74134.58333333334
2025,Intermédiaire,Power BI Specialist,États-Unis,90500.0
2025,Débutant,Analytics Engineer,Suisse,73702.44583333335
2025,Débutant,Alternance,France,15842.025000000001
2025,Cadre supérieur,Account Executive,Irlande,158771.69166666668
2025,Senior,Full Stack Engineer,Irlande,69065.075
2025,Débutant,Stage,France,16194.220833333335
2025,Senior,Big Data Engineer,Canada,59255.62916666667
2025,Senior,LLM Engineer,Allemagne,63508.37500000001
2025,Intermédiaire,Robotics Engineer,États-Unis,79187.50000000001
2025,Intermédiaire,Software Engineer,Danemark,75416.66666666667
2025,Senior,Cloud Database Engineer,Royaume-Uni,66824.44583333335
2025,Senior,Copywriter,Afrique du Sud,31675.000000000004
2025,Débutant,Data Integration Specialist,Lituanie,21910.050000000003
2025,Intermédiaire,Data Specialist,France,51997.529166666674
2025,Cadre supérieur,AI Tech Lead,Finlande,80973.36666666667
2025,Débutant,Cloud Engineer,Autriche,40829.075000000004
2025,Senior,Software Engineer,Argentine,158375.00000000003
2025,Senior,Data Governance Manager,Émirats arabes unis,75416.66666666667
2025,Senior,Cloud Developer,Canada,85070.00000000001
2025,Débutant,Quantitative Analyst,Canada,91857.5
2025,Senior,Data Analyst,Taïwan,13171.520833333334
2025,Senior,Data Engineer,Afrique du Sud,48857.93333333334
2025,Intermédiaire,Backend Developer,Espagne,25403.350000000002
2025,Intermédiaire,Data Scientist,Bulgarie,124437.50000000001
2025,Débutant,Consultant,Australie,56562.5
2025,Intermédiaire,Data Integration Developer,États-Unis,94270.83333333333
2025,Intermédiaire,Engineer,Australie,80695.83333333334
2025,Senior,Solutions Engineer,Australie,157890.07083333333
2025,Senior,Data Lead,Pays-Bas,52394.22083333333
2025,Senior,Developer Advocate,États-Unis,154000.83333333334
2025,Intermédiaire,Data Specialist,Allemagne,41280.06666666667
2025,Senior,Backend Engineer,Inde,40129.208333333336
2025,Débutant,Data Analyst,Indonésie,96759.58333333333
2025,Senior,BI Analyst,Lituanie,49155.075000000004
2025,Intermédiaire,Data Integration Specialist,Jordanie,37708.333333333336
2025,Intermédiaire,Python Developer,Lettonie,52394.22083333333
2025,Intermédiaire,RPA Developer,États-Unis,106337.5
2025,Intermédiaire,Consultant,Espagne,19845.895833333336
2025,Senior,Analyst,Inde,23530.0
2025,Intermédiaire,Developer,Philippines,30865.77916666667
